sizeX=0
sizeY=0
depth=11
num_of_samples=235
p1=LightRush
p2=WorkerRush
0,0,00000000100
0,1,00000000100
0,2,00000000100
0,3,00000000100
0,4,00000000100
0,5,00000000100
0,6,00000000100
0,7,00000000100
0,8,00000000100
0,9,00000000100
0,10,00000000100
0,11,00000000100
0,12,00000000100
0,13,00000000100
0,14,00000000100
0,15,00000000100
0,16,00000000100
0,17,00000000100
0,18,00000000100
0,19,00000000100
0,20,00000000100
0,21,00000000100
0,22,00000000100
0,23,00000001000
0,24,00000000100
0,25,00000000100
0,26,00000000100
0,27,00000000100
0,28,00000000100
0,29,10000000001
0,30,10000000001
0,31,10000000001
1,0,00000000100
1,1,00000000100
1,2,00000000100
1,3,00000000100
1,4,00000000100
1,5,00000000100
1,6,00000000100
1,7,00000000100
1,8,00000000100
1,9,00000000100
1,10,00000000100
1,11,00000000100
1,12,00000000100
1,13,00000000100
1,14,00000000100
1,15,00000000100
1,16,00000000100
1,17,00000000100
1,18,00000000100
1,19,00000000100
1,20,00000000100
1,21,00000000100
1,22,00000000100
1,23,00000001000
1,24,00000000100
1,25,00000000100
1,26,00000000100
1,27,00000000100
1,28,00000000100
1,29,00000000100
1,30,10000000001
1,31,10000000001
2,0,00000000100
2,1,00000000100
2,2,00000000100
2,3,00000000100
2,4,00000000100
2,5,00000000100
2,6,00000000100
2,7,00000000100
2,8,00000000100
2,9,00000000100
2,10,00000000100
2,11,00000000100
2,12,00000000100
2,13,00000000100
2,14,00000000100
2,15,00000000100
2,16,00000000100
2,17,00000000100
2,18,00000000100
2,19,00000000100
2,20,00000000100
2,21,00000000100
2,22,00000000100
2,23,00000001000
2,24,00000000100
2,25,00000000100
2,26,00000000100
2,27,00000000100
2,28,00000000100
2,29,00000000100
2,30,00000000100
2,31,10000000001
3,0,00000000100
3,1,00000000100
3,2,00000000100
3,3,00000000100
3,4,00000000100
3,5,00000000100
3,6,00000000100
3,7,00000000100
3,8,00000000100
3,9,00000000100
3,10,00000000100
3,11,00000000100
3,12,00000000100
3,13,00000000100
3,14,00000000100
3,15,00000000100
3,16,00000000100
3,17,00000000100
3,18,00000000100
3,19,00000000100
3,20,00000000100
3,21,00000000100
3,22,00000000100
3,23,00000001000
3,24,00000000100
3,25,00000000100
3,26,00000000100
3,27,00000000100
3,28,00000000100
3,29,00000000100
3,30,00000000100
3,31,00000000100
4,0,00000000100
4,1,00000000100
4,2,00000000100
4,3,00000000100
4,4,00000000100
4,5,00000000100
4,6,00000000100
4,7,00000000100
4,8,00000000100
4,9,00000000100
4,10,00000000100
4,11,00000000100
4,12,00000000100
4,13,00000000100
4,14,00000000100
4,15,00000000100
4,16,00000000100
4,17,00000000100
4,18,00000000100
4,19,00000000100
4,20,00000000100
4,21,00000000100
4,22,00000000100
4,23,00000001000
4,24,00000000100
4,25,00000000100
4,26,00000000100
4,27,00000000100
4,28,00000000100
4,29,00000000100
4,30,00000000100
4,31,00000000100
5,0,00000000100
5,1,00000000100
5,2,00000000100
5,3,00000000100
5,4,00000000100
5,5,00000000100
5,6,00000000100
5,7,00000000100
5,8,00000000100
5,9,00000000100
5,10,00000000100
5,11,00000000100
5,12,00000000100
5,13,00000000100
5,14,00000000100
5,15,00000000100
5,16,00000000100
5,17,00000000100
5,18,00000000100
5,19,00000000100
5,20,00000000100
5,21,00000000100
5,22,00000000100
5,23,00000001000
5,24,00000000100
5,25,00000000100
5,26,00000000100
5,27,00000000100
5,28,00000000100
5,29,00000000100
5,30,00000000100
5,31,00000000100
6,0,00000000100
6,1,00000000100
6,2,00000000100
6,3,00000000100
6,4,00000000100
6,5,00000000100
6,6,00000000100
6,7,00000000100
6,8,00000000100
6,9,00000000100
6,10,00000000100
6,11,00000000100
6,12,00000000100
6,13,00000000100
6,14,00000000100
6,15,00000000100
6,16,00000000100
6,17,00000000100
6,18,00000000100
6,19,00000000100
6,20,00000000100
6,21,00000000100
6,22,00000000100
6,23,00000001000
6,24,00000000100
6,25,00000000100
6,26,00000000100
6,27,00000000100
6,28,00000000100
6,29,00000000100
6,30,00000000100
6,31,00000000100
7,0,00000000100
7,1,00000000100
7,2,00000000100
7,3,00000000100
7,4,00000000100
7,5,00000000100
7,6,00000000100
7,7,00000000100
7,8,00000000100
7,9,00000000100
7,10,00000000100
7,11,00000000100
7,12,00000000100
7,13,00000000100
7,14,00000000100
7,15,00000000100
7,16,00000000100
7,17,00000000100
7,18,00000000100
7,19,00000000100
7,20,00000000100
7,21,00000000100
7,22,00000000100
7,23,00000001000
7,24,00000000100
7,25,00000000100
7,26,00000000100
7,27,00000000100
7,28,00000000100
7,29,00000000100
7,30,00000000100
7,31,00000000100
8,0,00000000100
8,1,00000000100
8,2,00000000100
8,3,00000000100
8,4,00000000100
8,5,00000000100
8,6,00000000100
8,7,00000000100
8,8,00000000100
8,9,00000000100
8,10,00000000100
8,11,00000000100
8,12,00000000100
8,13,00000000100
8,14,00000000100
8,15,00000000100
8,16,00000000100
8,17,00000000100
8,18,00000000100
8,19,00000000100
8,20,00000000100
8,21,00000000100
8,22,00000000100
8,23,00000001000
8,24,00000000100
8,25,00000000100
8,26,00000000100
8,27,00000000100
8,28,00000000100
8,29,00000000100
8,30,00000000100
8,31,00000000100
9,0,00000000100
9,1,00000000100
9,2,00000000100
9,3,00000000100
9,4,00000000100
9,5,00000000100
9,6,00000000100
9,7,00000000100
9,8,00000000100
9,9,00000000100
9,10,00000000100
9,11,00000000100
9,12,00000000100
9,13,00000000100
9,14,00000000100
9,15,00000000100
9,16,00000000100
9,17,00000000100
9,18,00000000100
9,19,00000000100
9,20,00000000100
9,21,00000000100
9,22,00000000100
9,23,00000001000
9,24,00000000100
9,25,00000000100
9,26,00000000100
9,27,00000000100
9,28,00000000100
9,29,00000000100
9,30,00000000100
9,31,00000000100
10,0,00000000100
10,1,00000000100
10,2,00000000100
10,3,00000000100
10,4,00000000100
10,5,00000000100
10,6,00000000100
10,7,00000000100
10,8,00000000100
10,9,00000000100
10,10,00000000100
10,11,00000000100
10,12,00000000100
10,13,00000000100
10,14,00000000100
10,15,00000000100
10,16,00000000100
10,17,00000000100
10,18,00000000100
10,19,00000000100
10,20,00000000100
10,21,00000000100
10,22,00000000100
10,23,00000001000
10,24,00000000100
10,25,00000000100
10,26,00000000100
10,27,00000000100
10,28,00000000100
10,29,00000000100
10,30,00000000100
10,31,00000000100
11,0,00000000100
11,1,00000000100
11,2,00000000100
11,3,00000000100
11,4,00000000100
11,5,00000000100
11,6,00000000100
11,7,00000000100
11,8,00000000100
11,9,00000000100
11,10,00000000100
11,11,00000000100
11,12,00000000100
11,13,00000000100
11,14,00000000100
11,15,00000000100
11,16,00000000100
11,17,00000000100
11,18,00000000100
11,19,00000000100
11,20,00000000100
11,21,00000000100
11,22,00000000100
11,23,00000001000
11,24,00000000100
11,25,00000000100
11,26,00000000100
11,27,00000000100
